restaurant_name,address,neighborhood,private_dining_page_url,space_name,space_type,capacity_seated,capacity_standing,min_guests,amenities,pricing,event_contact_name,event_contact_email,event_contact_phone,menu_pdf_urls,source_urls,last_verified,notes
Mastro's Steakhouse,"At The Post Oak Hotel, Houston, TX",Uptown,https://www.mastrosrestaurants.com/private-events-houston/,Full Restaurant Buyout,full buyout,,350,,"12,000 sq ft; entire Steakhouse reserved exclusively",,Ashley Holyfield,,713.993.2524,,https://www.mastrosrestaurants.com/private-events-houston/ | https://www.opentable.com/private-dining/restaurant/992836,2026-09-12,Capacity 'up to 350 guests' per OpenTable venue description; seated capacity not published. No published buyout minimums/fees.
La Griglia,"2817 W Dallas St, Houston, TX 77019",River Oaks,https://lagriglia.com/private-dining/,SEGRETO,private,36,,10,Private indoor dining room,F&B pricing per banquet-menu PDF: all prices per person (menu tiers not restated here); 8.25% sales tax added; banquet fee + gratuity additional; $2/person cake-cutting fee; $500/hr room-rental fee if reserving outside normal business hours; menu selections finalized 10 business days prior; TV flat panel $75; bartender $175/bar (required for receptions/cash-bar events of 25+).,Sales & Event Manager,,(713) 526-4700,https://media-cdn.getbento.com/accounts/c31ee7a22b8a5de7f98fbe0d9d8c0438/media/k4p5Y8dSQHCYKngZEPTJ_LGHO - Banquet Menu 7.24 (7).pdf,https://lagriglia.com/private-dining/ | https://www.opentable.com/private-dining/restaurant/33073,2026-09-12,"No individual name published; restaurant lists 'Sales & Event Manager' as the private-party contact. OpenTable lists SEGRETO as Private Indoor, up to 36 people; overall venue up to 100 people. Official page lists a second number, 908.241.0031, on the private-dining page (appears to be an out-of-area area code; unconfirmed)."
La Griglia,"2817 W Dallas St, Houston, TX 77019",River Oaks,https://lagriglia.com/private-dining/,Wine Cellar,private,,,10,,F&B pricing per banquet-menu PDF: all prices per person (menu tiers not restated here); 8.25% sales tax added; banquet fee + gratuity additional; $2/person cake-cutting fee; $500/hr room-rental fee if reserving outside normal business hours; menu selections finalized 10 business days prior; TV flat panel $75; bartender $175/bar (required for receptions/cash-bar events of 25+).,Sales & Event Manager,,(713) 526-4700,https://media-cdn.getbento.com/accounts/c31ee7a22b8a5de7f98fbe0d9d8c0438/media/k4p5Y8dSQHCYKngZEPTJ_LGHO - Banquet Menu 7.24 (7).pdf,https://lagriglia.com/private-dining/ | https://www.opentable.com/private-dining/restaurant/33073,2026-09-12,No individual name published; restaurant lists 'Sales & Event Manager' as the private-party contact. Official page describes a distinctive Wine Cellar event space; no capacity published. Official page says private dining caters to parties of 10 to 100 guests.
La Griglia,"2817 W Dallas St, Houston, TX 77019",River Oaks,https://lagriglia.com/private-dining/,Semi-private dining areas,semi-private,,,10,,F&B pricing per banquet-menu PDF: all prices per person (menu tiers not restated here); 8.25% sales tax added; banquet fee + gratuity additional; $2/person cake-cutting fee; $500/hr room-rental fee if reserving outside normal business hours; menu selections finalized 10 business days prior; TV flat panel $75; bartender $175/bar (required for receptions/cash-bar events of 25+).,Sales & Event Manager,,(713) 526-4700,https://media-cdn.getbento.com/accounts/c31ee7a22b8a5de7f98fbe0d9d8c0438/media/k4p5Y8dSQHCYKngZEPTJ_LGHO - Banquet Menu 7.24 (7).pdf,https://lagriglia.com/private-dining/ | https://www.opentable.com/private-dining/restaurant/33073,2026-09-12,No individual name published; restaurant lists 'Sales & Event Manager' as the private-party contact. Official page mentions private and semi-private dining options; no room-level names or capacities published.
La Griglia,"2817 W Dallas St, Houston, TX 77019",River Oaks,https://lagriglia.com/private-dining/,Outdoor courtyard,patio,,,10,,F&B pricing per banquet-menu PDF: all prices per person (menu tiers not restated here); 8.25% sales tax added; banquet fee + gratuity additional; $2/person cake-cutting fee; $500/hr room-rental fee if reserving outside normal business hours; menu selections finalized 10 business days prior; TV flat panel $75; bartender $175/bar (required for receptions/cash-bar events of 25+).,Sales & Event Manager,,(713) 526-4700,https://media-cdn.getbento.com/accounts/c31ee7a22b8a5de7f98fbe0d9d8c0438/media/k4p5Y8dSQHCYKngZEPTJ_LGHO - Banquet Menu 7.24 (7).pdf,https://lagriglia.com/private-dining/ | https://www.opentable.com/private-dining/restaurant/33073,2026-09-12,No individual name published; restaurant lists 'Sales & Event Manager' as the private-party contact. OpenTable venue description mentions a stunning outdoor courtyard for tailored events; no capacity published.
La Griglia,"2817 W Dallas St, Houston, TX 77019",River Oaks,https://lagriglia.com/private-dining/,Full restaurant buyout,full buyout,,100,10,,F&B pricing per banquet-menu PDF: all prices per person (menu tiers not restated here); 8.25% sales tax added; banquet fee + gratuity additional; $2/person cake-cutting fee; $500/hr room-rental fee if reserving outside normal business hours; menu selections finalized 10 business days prior; TV flat panel $75; bartender $175/bar (required for receptions/cash-bar events of 25+).,Sales & Event Manager,,(713) 526-4700,https://media-cdn.getbento.com/accounts/c31ee7a22b8a5de7f98fbe0d9d8c0438/media/k4p5Y8dSQHCYKngZEPTJ_LGHO - Banquet Menu 7.24 (7).pdf,https://lagriglia.com/private-dining/ | https://www.opentable.com/private-dining/restaurant/33073,2026-09-12,No individual name published; restaurant lists 'Sales & Event Manager' as the private-party contact. Official page offers a fully customizable full-restaurant buyout for an afternoon or evening; OpenTable lists venue at up to 100 people (seated vs standing not specified). No buyout minimums published.
Tony's,"3755 Richmond Ave, Houston, TX 77046",Upper Kirby,https://www.tonyshouston.com/private-events/,San Remo Room,private,100,,30,Ethereal and spacious; airy views; decorated with modern art,,Lauren Britton,lauren@vrgcorp.com,(713) 622-6779 ext. 100,,https://www.tonyshouston.com/private-events/ | https://www.opentable.com/r/tonys-houston | https://houston.culturemap.com/news/restaurants-bars/09-27-21-tonys-restaurant-catering-private-events/,2026-09-12,"Official site: seating for up to 100. CultureMap: ideal for functions of 30-100. No F&B minimums, room fees, or event menu PDF published."
Tony's,"3755 Richmond Ave, Houston, TX 77046",Upper Kirby,https://www.tonyshouston.com/private-events/,Wine Cellar,private,48,,,"Surrounded by 3,000-label wine collection; custom Murano chandelier",,Lauren Britton,lauren@vrgcorp.com,(713) 622-6779 ext. 100,,https://www.tonyshouston.com/private-events/ | https://www.opentable.com/r/tonys-houston | https://houston.culturemap.com/news/restaurants-bars/09-27-21-tonys-restaurant-catering-private-events/,2026-09-12,Official site: seats up to 48. OpenTable listings show 45 or 60; CultureMap (sponsored article) said up to 50. No F&B minimums or fees published.
Tony's,"3755 Richmond Ave, Houston, TX 77046",Upper Kirby,https://www.tonyshouston.com/private-events/,Wine Library,private,12,,,"Versace chargers; towering Murano chandelier; intimate setting for dinners, board meetings, or intimate evenings",,Lauren Britton,lauren@vrgcorp.com,(713) 622-6779 ext. 100,,https://www.tonyshouston.com/private-events/ | https://www.opentable.com/r/tonys-houston | https://houston.culturemap.com/news/restaurants-bars/09-27-21-tonys-restaurant-catering-private-events/,2026-09-12,Official site: accommodates up to 12 guests. No F&B minimums or fees published.
Tony's,"3755 Richmond Ave, Houston, TX 77046",Upper Kirby,https://www.tonyshouston.com/private-events/,Full Restaurant Buyout,full buyout,250,,6,"14-foot towering sculptures; floral centerpieces; crisp linens; one of America's most beautiful dining rooms; great for corporate events, weddings, receptions",,Lauren Britton,lauren@vrgcorp.com,(713) 622-6779 ext. 100,,https://www.tonyshouston.com/private-events/ | https://www.opentable.com/r/tonys-houston | https://houston.culturemap.com/news/restaurants-bars/09-27-21-tonys-restaurant-catering-private-events/,2026-09-12,Official site: can seat up to 250. Homepage describes private events for gatherings of 6 to 300 guests. No buyout minimums or fees published.
Brennan's of Houston,"3300 Smith Street, Houston, TX 77006",Midtown,http://www.brennanshouston.com/private-event-venues,Brennan's Ballroom,private,130,,,"67x28 ft (1,865 sq ft); one of Houston's oldest and most distinguished private party settings; vaulted ceilings, skylights, crystal chandeliers; evokes New Orleans carriage house; dividable into three sections for smaller groups",,,,713-522-9711,,http://www.brennanshouston.com/private-event-venues | https://www.opentable.com/r/brennans-of-houston,2026-09-12,"Capacity figure as published; source does not label it seated vs standing (room photos show seated setups). No F&B minimums, room fees, or event menu PDF published. No dedicated events contact published; main line is (713) 522-9711."
Brennan's of Houston,"3300 Smith Street, Houston, TX 77006",Midtown,http://www.brennanshouston.com/private-event-venues,Garden Room,private,50,,,26x28 ft (728 sq ft); first room of the Ballroom; adorned with a mirror from Commander's Palace; shown set up as in-room cooking-class demo,,,,713-522-9711,,http://www.brennanshouston.com/private-event-venues | https://www.opentable.com/r/brennans-of-houston,2026-09-12,"Capacity figure as published; source does not label it seated vs standing (room photos show seated setups). No F&B minimums, room fees, or event menu PDF published. No dedicated events contact published; main line is (713) 522-9711."
Brennan's of Houston,"3300 Smith Street, Houston, TX 77006",Midtown,http://www.brennanshouston.com/private-event-venues,Bay Room,private,30,,,23x29 ft (493 sq ft); center section of the Ballroom; most intimate room of the Ballroom; floor-to-ceiling windows,,,,713-522-9711,,http://www.brennanshouston.com/private-event-venues | https://www.opentable.com/r/brennans-of-houston,2026-09-12,"Capacity figure as published; source does not label it seated vs standing (room photos show seated setups). No F&B minimums, room fees, or event menu PDF published. No dedicated events contact published; main line is (713) 522-9711."
Brennan's of Houston,"3300 Smith Street, Houston, TX 77006",Midtown,http://www.brennanshouston.com/private-event-venues,Coast Room,private,40,,,23x28 ft (644 sq ft); last room of the Ballroom; can be combined with the Wine Room to accommodate 70 for a seated dinner,,,,713-522-9711,,http://www.brennanshouston.com/private-event-venues | https://www.opentable.com/r/brennans-of-houston,2026-09-12,"Capacity figure as published; source does not label it seated vs standing (room photos show seated setups). No F&B minimums, room fees, or event menu PDF published. No dedicated events contact published; main line is (713) 522-9711."
Brennan's of Houston,"3300 Smith Street, Houston, TX 77006",Midtown,http://www.brennanshouston.com/private-event-venues,Wine Room,private,30,,,27x18 ft (486 sq ft); elegant second-floor chamber housing owner Alex Brennan-Martin's international wine collection in a wall-to-wall bin; can be connected to Ballroom for capacity up to 200,,,,713-522-9711,,http://www.brennanshouston.com/private-event-venues | https://www.opentable.com/r/brennans-of-houston,2026-09-12,"Capacity figure as published; source does not label it seated vs standing (room photos show seated setups). No F&B minimums, room fees, or event menu PDF published. No dedicated events contact published; main line is (713) 522-9711. Note: working wine room where staff may quietly enter; kept at cooler temperatures with subdued lighting."
Brennan's of Houston,"3300 Smith Street, Houston, TX 77006",Midtown,http://www.brennanshouston.com/private-event-venues,Courtyard Balcony,private,24,,,10x36 ft (360 sq ft); second-floor private dining room; views of the Courtyard from every table; mirrored walls and floor-to-ceiling windows,,,,713-522-9711,,http://www.brennanshouston.com/private-event-venues | https://www.opentable.com/r/brennans-of-houston,2026-09-12,"Capacity figure as published; source does not label it seated vs standing (room photos show seated setups). No F&B minimums, room fees, or event menu PDF published. No dedicated events contact published; main line is (713) 522-9711."
Brennan's of Houston,"3300 Smith Street, Houston, TX 77006",Midtown,http://www.brennanshouston.com/private-event-venues,Solarium,private,32,,,25x20 ft (500 sq ft); designed like a southern screened-in porch; whimsical; ideal for casual luncheon; can be combined with the Little Room for a party of 50,,,,713-522-9711,,http://www.brennanshouston.com/private-event-venues | https://www.opentable.com/r/brennans-of-houston,2026-09-12,"Capacity figure as published; source does not label it seated vs standing (room photos show seated setups). No F&B minimums, room fees, or event menu PDF published. No dedicated events contact published; main line is (713) 522-9711."
Brennan's of Houston,"3300 Smith Street, Houston, TX 77006",Midtown,http://www.brennanshouston.com/private-event-venues,Little Room,private,16,,,17x15 ft (255 sq ft); designed with nature in mind; great for intimate groups,,,,713-522-9711,,http://www.brennanshouston.com/private-event-venues | https://www.opentable.com/r/brennans-of-houston,2026-09-12,"Capacity figure as published; source does not label it seated vs standing (room photos show seated setups). No F&B minimums, room fees, or event menu PDF published. No dedicated events contact published; main line is (713) 522-9711."
Brenner's on the Bayou,"10911 Katy Freeway, Houston, TX 77079",Memorial,https://www.brennerssteakhouse.com/private-events-brenners-on-the-bayou/,The Loft,private,54,,,Functional fireplace; private balcony; nature views high above Buffalo Bayou,,Abby Lewis (Social Events Manager),,(713) 868-4444,,https://www.brennerssteakhouse.com/private-events-brenners-on-the-bayou/ | https://www.opentable.com/r/brenners-steakhouse-on-the-bayou-houston,2026-09-12,"Overall venue: two spacious patios and two elegant private rooms accommodating parties of up to 200 guests. No F&B minimums, room fees, or event menu PDF published."
Brenner's on the Bayou,"10911 Katy Freeway, Houston, TX 77079",Memorial,https://www.brennerssteakhouse.com/private-events-brenners-on-the-bayou/,The Red Room,private,14,,,42-inch flat screen TV for presentations or sporting events; vintage-parlor decor,,Abby Lewis (Social Events Manager),,(713) 868-4444,,https://www.brennerssteakhouse.com/private-events-brenners-on-the-bayou/ | https://www.opentable.com/r/brenners-steakhouse-on-the-bayou-houston,2026-09-12,Sumptuously accommodates up to 14 guests. No F&B minimums or fees published.
Brenner's on the Bayou,"10911 Katy Freeway, Houston, TX 77079",Memorial,https://www.brennerssteakhouse.com/private-events-brenners-on-the-bayou/,The Deck,patio,50,60,,Open-air venue adjacent to the Blue Bar; picturesque Buffalo Bayou view; among greenery; permanent covering installed; included with the Blue Bar,,Abby Lewis (Social Events Manager),,(713) 868-4444,,https://www.brennerssteakhouse.com/private-events-brenners-on-the-bayou/ | https://www.opentable.com/r/brenners-steakhouse-on-the-bayou-houston,2026-09-12,"50 for seated dinner, up to 60 for reception. Ideal for parties, wedding ceremonies/receptions. No published minimums/fees."
Brenner's on the Bayou,"10911 Katy Freeway, Houston, TX 77079",Memorial,https://www.brennerssteakhouse.com/private-events-brenners-on-the-bayou/,The Garden Room,private,25,,,Vivid array of gardens and waterfalls in panoramic setting; perfect for socializing and networking,,Abby Lewis (Social Events Manager),,(713) 868-4444,,https://www.brennerssteakhouse.com/private-events-brenners-on-the-bayou/ | https://www.opentable.com/r/brenners-steakhouse-on-the-bayou-houston,2026-09-12,Accommodates up to 25 guests. No published minimums/fees.
Brenner's on the Bayou,"10911 Katy Freeway, Houston, TX 77079",Memorial,https://www.brennerssteakhouse.com/private-events-brenners-on-the-bayou/,White House,other,,,,Seated dinner indoors or in the courtyard,,Abby Lewis (Social Events Manager),,(713) 868-4444,,https://www.brennerssteakhouse.com/private-events-brenners-on-the-bayou/ | https://www.opentable.com/r/brenners-steakhouse-on-the-bayou-houston,2026-09-12,No capacity published; official page describes it as a venue for indoor or courtyard seated dinners. Event contact phone (713) 868-4444 from OpenTable listing; official site footer shows (713) 465-2901. No published minimums/fees.
Rainbow Lodge,"2011 Ella Boulevard, Houston, TX 77008",Heights,https://www.opentable.com/private-dining/restaurant/22018,Trophy Room,private,34,,,Log cabin setting with large stone fireplace; tons of character and history,,Tim Neely,,(713) 861-8666,,https://www.opentable.com/private-dining/restaurant/22018 | https://www.opentable.com/rainbow-lodge | https://thevendry.com/venue/108568/rainbow-lodge-houston-tx/space/49440 | http://partycache.com/rainbow-lodge/the-trophy-room/,2026-09-12,"TheVendry lists seated 34; PartyCache lists banquet table up to 22 or separate tables up to 32. OpenTable: 5 private rooms total, parties 10-200. No email or menu PDF published; no F&B minimums published for indoor rooms."
Rainbow Lodge,"2011 Ella Boulevard, Houston, TX 77008",Heights,https://www.opentable.com/private-dining/restaurant/22018,Orvis Room,private,,,,Cozy fireplace; hunting-lodge inspired room (OpenTable private-dining description),,Tim Neely,,(713) 861-8666,,https://www.opentable.com/private-dining/restaurant/22018 | https://www.opentable.com/rainbow-lodge,2026-09-12,"No capacity published. OpenTable names Trophy, Orvis, Creek, and Pullman Rooms. No email or menu PDF published."
Rainbow Lodge,"2011 Ella Boulevard, Houston, TX 77008",Heights,https://www.opentable.com/private-dining/restaurant/22018,Creek Room,private,,,,Full windows with views of the expansive grounds and creek,,Tim Neely,,(713) 861-8666,,https://www.opentable.com/private-dining/restaurant/22018 | https://www.opentable.com/rainbow-lodge,2026-09-12,No capacity published. CultureMap (older article) said Hunt and Creek rooms are great for up to 32 each or 70-80 combined; not used here since room set may have changed.
Rainbow Lodge,"2011 Ella Boulevard, Houston, TX 77008",Heights,https://www.opentable.com/private-dining/restaurant/22018,Pullman Room(s),private,,,,Full windows with views of the expansive grounds and creek,,Tim Neely,,(713) 861-8666,,https://www.opentable.com/private-dining/restaurant/22018 | https://www.opentable.com/rainbow-lodge,2026-09-12,No capacity published. No email or menu PDF published.
Rainbow Lodge,"2011 Ella Boulevard, Houston, TX 77008",Heights,https://www.opentable.com/private-dining/restaurant/22018,Lower Deck (outdoor),patio,,,,Most scenic spot for outdoor reception or cocktail party; reservable lower deck; live music Friday nights in Tied Fly Bar and on Wine deck,"Archived restaurant pricing sheet (circa 2011): lower-deck events had a $300-$1,000 food-and-drink minimum depending on date/time; $100 ceremony fee; treat as stale/verify.",Tim Neely,,(713) 861-8666,,https://www.opentable.com/private-dining/restaurant/22018 | https://www.opentable.com/rainbow-lodge | https://pricing-sheets.s3.amazonaws.com/f39815b1-f147-417d-8f57-ff1710191fe3/72e1265e5b2c59460dfdcc840b4257fd89b002d8/7ce7fb09-26fa-4ca2-8d58-98a250e9e5fa | http://partycache.com/rainbow-lodge/the-trophy-room/,2026-09-12,No current capacity or pricing published for the deck; pricing figures come from a 2011-era pricing sheet. No email or menu PDF published.
Hugo's,"1600 Westheimer Rd, Houston, TX 77006",Montrose,https://www.hugosrestaurant.net/catering,West Wing,semi-private,30,40,,Far west side of restaurant; dividers provide as much privacy as possible,"F&B minimums: lunch Thu-Fri $500; Sat brunch $1,250; dinner Tue-Wed $1,200, Thu-Fri $1,500, Sat $2,500, Sun $1,500; setup fee $40; minimums exclude taxes, fees, gratuity; holiday/major-event minimums vary",Jennifer Castillo (Banquet Coordinator),Jennifer@hugosrestaurant.net,713-524-7744,https://images.getbento.com/accounts/74571e79e186f5fc02c874aed291317c/media/RyWIKXnrQvaITz3FG30u_Hugo-s%20Traditional%20Mexican%20Cuisine%20Restaurant%20Montrose%20Houston%20Banquet%20Letter%202026.pdf,https://www.hugosrestaurant.net/catering | https://images.getbento.com/accounts/74571e79e186f5fc02c874aed291317c/media/RyWIKXnrQvaITz3FG30u_Hugo-s%20Traditional%20Mexican%20Cuisine%20Restaurant%20Montrose%20Houston%20Banquet%20Letter%202026.pdf,2026-09-12," Policies (2026 banquet letter): no room fee; applicable F&B minimum must be met (shortfall billed as room fee/unmet minimum); a la carte functions max 20 guests (esp. weekends); parties over 20 require prix fixe (2-5 entree options); guaranteed count due 3 days prior; cancellation within 48 hrs forfeits deposit; December cancellations forfeit deposit; mini bar available for larger events; drinks $17 and under for open bar; valet available for host: 20-40 guests $150, 41-60 $200, 61-80 $300, 81-100 $400."
Hugo's,"1600 Westheimer Rd, Houston, TX 77006",Montrose,https://www.hugosrestaurant.net/catering,East Wing,semi-private,40,50,,Near main entrance; dividers provide as much privacy as possible,"F&B minimums: lunch Thu-Fri $700; Sat brunch $2,000; Sun brunch $3,000 (2-hour time limit); dinner Tue-Wed $2,000, Thu-Fri $3,000, Sat $3,500, Sun $2,000; setup fee $50; excludes taxes, fees, gratuity",Jennifer Castillo (Banquet Coordinator),Jennifer@hugosrestaurant.net,713-524-7744,https://images.getbento.com/accounts/74571e79e186f5fc02c874aed291317c/media/RyWIKXnrQvaITz3FG30u_Hugo-s%20Traditional%20Mexican%20Cuisine%20Restaurant%20Montrose%20Houston%20Banquet%20Letter%202026.pdf,https://www.hugosrestaurant.net/catering | https://images.getbento.com/accounts/74571e79e186f5fc02c874aed291317c/media/RyWIKXnrQvaITz3FG30u_Hugo-s%20Traditional%20Mexican%20Cuisine%20Restaurant%20Montrose%20Houston%20Banquet%20Letter%202026.pdf,2026-09-12," Policies (2026 banquet letter): no room fee; applicable F&B minimum must be met (shortfall billed as room fee/unmet minimum); a la carte functions max 20 guests (esp. weekends); parties over 20 require prix fixe (2-5 entree options); guaranteed count due 3 days prior; cancellation within 48 hrs forfeits deposit; December cancellations forfeit deposit; mini bar available for larger events; drinks $17 and under for open bar; valet available for host: 20-40 guests $150, 41-60 $200, 61-80 $300, 81-100 $400."
Hugo's,"1600 Westheimer Rd, Houston, TX 77006",Montrose,https://www.hugosrestaurant.net/catering,Zoila Room,private,80,90,,Far west side; optional AV: microphone and speaker $195; podium/mic/speaker $270; projector & screen $295 ($395 with sound),"F&B minimums: lunch Thu-Fri $1,500; Sat brunch $3,500; Sun brunch $5,000 (2-hour limit); dinner Tue $3,000, Wed-Thu $4,500, Fri-Sat $6,000, Sun $4,000; setup fee $100; excludes taxes, fees, rentals, gratuity; deposit required",Jennifer Castillo (Banquet Coordinator),Jennifer@hugosrestaurant.net,713-524-7744,https://images.getbento.com/accounts/74571e79e186f5fc02c874aed291317c/media/RyWIKXnrQvaITz3FG30u_Hugo-s%20Traditional%20Mexican%20Cuisine%20Restaurant%20Montrose%20Houston%20Banquet%20Letter%202026.pdf,https://www.hugosrestaurant.net/catering | https://images.getbento.com/accounts/74571e79e186f5fc02c874aed291317c/media/RyWIKXnrQvaITz3FG30u_Hugo-s%20Traditional%20Mexican%20Cuisine%20Restaurant%20Montrose%20Houston%20Banquet%20Letter%202026.pdf,2026-09-12," Policies (2026 banquet letter): no room fee; applicable F&B minimum must be met (shortfall billed as room fee/unmet minimum); a la carte functions max 20 guests (esp. weekends); parties over 20 require prix fixe (2-5 entree options); guaranteed count due 3 days prior; cancellation within 48 hrs forfeits deposit; December cancellations forfeit deposit; mini bar available for larger events; drinks $17 and under for open bar; valet available for host: 20-40 guests $150, 41-60 $200, 61-80 $300, 81-100 $400."
Hugo's,"1600 Westheimer Rd, Houston, TX 77006",Montrose,https://www.hugosrestaurant.net/catering,Zoilita Space,semi-private,36,40,,Back half of Zoila Room divided in half; includes outdoor patio,"F&B minimums: lunch Thu-Fri $700; Sat brunch $1,750; Sun brunch $2,500 (2-hour limit); dinner Tue $2,000, Wed-Thu $2,250, Fri-Sat $3,000, Sun $2,000; setup fee $75; excludes taxes, fees, gratuity",Jennifer Castillo (Banquet Coordinator),Jennifer@hugosrestaurant.net,713-524-7744,https://images.getbento.com/accounts/74571e79e186f5fc02c874aed291317c/media/RyWIKXnrQvaITz3FG30u_Hugo-s%20Traditional%20Mexican%20Cuisine%20Restaurant%20Montrose%20Houston%20Banquet%20Letter%202026.pdf,https://www.hugosrestaurant.net/catering | https://images.getbento.com/accounts/74571e79e186f5fc02c874aed291317c/media/RyWIKXnrQvaITz3FG30u_Hugo-s%20Traditional%20Mexican%20Cuisine%20Restaurant%20Montrose%20Houston%20Banquet%20Letter%202026.pdf,2026-09-12," Policies (2026 banquet letter): no room fee; applicable F&B minimum must be met (shortfall billed as room fee/unmet minimum); a la carte functions max 20 guests (esp. weekends); parties over 20 require prix fixe (2-5 entree options); guaranteed count due 3 days prior; cancellation within 48 hrs forfeits deposit; December cancellations forfeit deposit; mini bar available for larger events; drinks $17 and under for open bar; valet available for host: 20-40 guests $150, 41-60 $200, 61-80 $300, 81-100 $400."
Hugo's,"1600 Westheimer Rd, Houston, TX 77006",Montrose,https://www.hugosrestaurant.net/catering,Restaurant Buyout,full buyout,160,200,,"Includes 1-hour setup, 3-hour service, 1-hour cleanup","F&B minimums: Sat brunch $15,500; Sun brunch $20,500; Thu lunch $10,000; Fri lunch $15,000; dinner Tue-Wed $20,000, Thu $25,000, Fri $30,000, Sat $35,000, Sun $25,000; setup fee $350; linen fee $300; deposit for half of F&B minimum; excludes taxes, fees, gratuity",Jennifer Castillo (Banquet Coordinator),Jennifer@hugosrestaurant.net,713-524-7744,https://images.getbento.com/accounts/74571e79e186f5fc02c874aed291317c/media/RyWIKXnrQvaITz3FG30u_Hugo-s%20Traditional%20Mexican%20Cuisine%20Restaurant%20Montrose%20Houston%20Banquet%20Letter%202026.pdf,https://www.hugosrestaurant.net/catering | https://images.getbento.com/accounts/74571e79e186f5fc02c874aed291317c/media/RyWIKXnrQvaITz3FG30u_Hugo-s%20Traditional%20Mexican%20Cuisine%20Restaurant%20Montrose%20Houston%20Banquet%20Letter%202026.pdf,2026-09-12," Policies (2026 banquet letter): no room fee; applicable F&B minimum must be met (shortfall billed as room fee/unmet minimum); a la carte functions max 20 guests (esp. weekends); parties over 20 require prix fixe (2-5 entree options); guaranteed count due 3 days prior; cancellation within 48 hrs forfeits deposit; December cancellations forfeit deposit; mini bar available for larger events; drinks $17 and under for open bar; valet available for host: 20-40 guests $150, 41-60 $200, 61-80 $300, 81-100 $400."
Uchi,"904 Westheimer Rd, Houston, TX 77006",Montrose,https://uchi.uchirestaurants.com/private-rooms/,Private Dining Room,private,24,,,"Curated tasting menus with wine and sake pairings | Special chef experiences (sushi rolling classes, whole fish breakdown and tasting, sake tastings)",,Jessica Brach,,(713) 522-4808,,https://uchi.uchirestaurants.com/private-rooms/ | https://www.opentable.co.uk/uchi-houston?originId=f1303df6-e1fe-44e2-9c8c-6baef73028a8&corrid=f1303df6-e1fe-44e2-9c8c-6baef73028a8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,2026-09-12,"Official private-rooms page has no per-room specs. Capacity (max 24 guests, or two smaller rooms of 12 each) and contact per the restaurant's OpenTable profile. No room fees, F&B minimums, or event menu PDF published."
Uchi,"904 Westheimer Rd, Houston, TX 77006",Montrose,https://uchi.uchirestaurants.com/private-rooms/,Small Private Room (2 available),private,12,,,"Curated tasting menus with wine and sake pairings | Special chef experiences (sushi rolling classes, whole fish breakdown and tasting, sake tastings)",,Jessica Brach,,(713) 522-4808,,https://uchi.uchirestaurants.com/private-rooms/ | https://www.opentable.co.uk/uchi-houston?originId=f1303df6-e1fe-44e2-9c8c-6baef73028a8&corrid=f1303df6-e1fe-44e2-9c8c-6baef73028a8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ,2026-09-12,"The private dining room divides into two smaller rooms, each seating up to 12 guests (per the restaurant's OpenTable profile). No room fees, F&B minimums, or event menu PDF published."
Kiran's,"2925 Richmond Ave Ste 160, Houston, TX 77098",Upper Kirby,https://www.opentable.com/r/kirans-houston?originId=b754be9e-a9ec-440c-b00c-695c58312d55&,Private Dining Rooms (3),private,75,,,AV capability in private rooms,,Puja Verma - Private Event Coordinator,,(713) 960-8472,,http://kiranshouston.com/ | https://www.opentable.com/r/kirans-houston?originId=b754be9e-a9ec-440c-b00c-695c58312d55& | https://www.theinfatuation.com/houston/guides/best-private-dining-rooms-restaurants-houston,2026-09-12,"No dedicated private-dining page on the restaurant's own site (best page is the OpenTable profile per task rules). 'Several private rooms available with AV capability' per OpenTable; The Infatuation reports three rooms with capacity from 24 to 75. Per-room capacities, room fees, F&B minimums, and event menu PDF not published."
The Marigold Club,"2531 Kuester St, Houston, TX",Montrose,http://themarigoldclub.com/events,Private Dining Room,private,18,,,Private dining room bartender available,,Private Event Coordinator,RESERVATIONS@THEMARIGOLDCLUB.COM,(832) 781-1901,,http://themarigoldclub.com/events,2026-09-12,"Seats 18 per the official events page. A full Goodnight Hospitality event deck PDF is linked from the page but its URL was not directly readable. No room fees, F&B minimums, or event menu PDF published."
The Marigold Club,"2531 Kuester St, Houston, TX",Montrose,http://themarigoldclub.com/events,Enclosed Atrium,semi-private,36-40,,,Fully enclosed atrium,,Private Event Coordinator,RESERVATIONS@THEMARIGOLDCLUB.COM,(832) 781-1901,,http://themarigoldclub.com/events,2026-09-12,"Seats 36-40 per the official events page. No standing capacity, room fees, F&B minimums, or event menu PDF published."
The Marigold Club,"2531 Kuester St, Houston, TX",Montrose,http://themarigoldclub.com/events,Full Buyout,full buyout,,,,Includes the main dining room with hand-painted murals and bespoke Venier Murano chandeliers and sconces,,Private Event Coordinator,RESERVATIONS@THEMARIGOLDCLUB.COM,(832) 781-1901,,http://themarigoldclub.com/events,2026-09-12,"Full buyout covers the main dining room; no capacity, pricing, or minimums published."
